entity_id;name;description;category;url
37670;"CARTINCH GIALLO 603 STELLA MARINA";"Cartuccia<br>Colore inchiostro: Giallo<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Expression Home XP C11CH02404 XP-2105 C11CH02403 XP-2100 C11CG32403 XP-3100 C11CG32404 XP-3105 C11CG33403 XP-4100 C11CG33404 XP-4105 WorkForce C11CH90402 WF-2810DWF C11CG30404 WF-2835DWF C11CG30402 WF-2830DWF C11CG31402 WF-2850DWF<br>Impiego - applicazione: Ink Jet<br>Compatibilità marca libero: Epson<br>Compatibilità Marca: EPSON <br>Altro : - Serie 603 stella marina standard - Capacità serbatoio 2.4 ml - Colore giallo - Confezione blister RS (con dispositivi antitaccheggio AM+RF)<br>Anni di garanzia del costruttore: 1<br>Peso (Kg): 0.034";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008669.html
37671;"CARTINCH MAGENTA 603 STELLA MARINA";"Cartuccia<br>Colore inchiostro: Magenta<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Expression Home XP C11CH02404 XP-2105 C11CH02403 XP-2100 C11CG32403 XP-3100 C11CG32404 XP-3105 C11CG33403 XP-4100 C11CG33404 XP-4105 WorkForce C11CH90402 WF-2810DWF C11CG30404 WF-2835DWF C11CG30402 WF-2830DWF C11CG31402 WF-2850DWF<br>Impiego - applicazione: Ink Jet<br>Compatibilità marca libero: Epson<br>Compatibilità Marca: EPSON <br>Altro : - Serie 603 stella marina standard - Capacità serbatoio 2.4 ml - Colore magenta - Confezione blister RS (con dispositivi antitaccheggio AM+RF)<br>Anni di garanzia del costruttore: 1<br>Peso (Kg): 0.034";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008670.html
37672;"CARTINCH NERO 603 STELLA MARINA";"Cartuccia<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Expression Home XP C11CH02404 XP-2105 C11CH02403 XP-2100 C11CG32403 XP-3100 C11CG32404 XP-3105 C11CG33403 XP-4100 C11CG33404 XP-4105 WorkForce C11CH90402 WF-2810DWF C11CG30404 WF-2835DWF C11CG30402 WF-2830DWF C11CG31402 WF-2850DWF<br>Impiego - applicazione: Ink Jet<br>Compatibilità marca libero: Epson<br>Compatibilità Marca: EPSON <br>Altro : - Serie 603 stella marina standard - Capacità serbatoio 3.4 ml - Colore nero - Confezione blister RS (con dispositivi antitaccheggio AM+RF)<br>Anni di garanzia del costruttore: 1<br>Peso (Kg): 0.034";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008671.html
37673;"CARTINCH NERO BLISTER MFDX4000";"Cartuccia<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Epson Stylus D76/D92/DX4000/DX4050/DX4400/DX4450/DX5000/DX6000/DX6050/DX7400/DX7450/DX8400/DX8450/DX7000F/DX9400F/S20/S21/SX100/SX105/SX110/SX115/SX200/SX205/SX210/SX215/SX218/SX400/SX405/SX410/SX415/SX510W/SX515W/SX600FW/SX610FW Espon Stylus Office B400W<br>Impiego - applicazione: Ink Jet<br>Anni di garanzia del costruttore: 1<br>Altezza (cm): 14.1<br>Larghezza (cm): 9.7<br>Profondità (cm): 2.4";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008672.html
37674;"CARTINCH NERO FRAGOLA SERIE 29";"Cartuccia<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Expression Home XP-235     Expression Home XP-332     Expression Home XP-335     Expression Home XP-432     Expression Home XP-435<br>Impiego - applicazione: Ink Jet<br>Altro : - Serie T29/Fragola - Capacità serbatoio 5.3 ml - Confezione blister RS (con dispositivi antitaccheggio AM+RF)<br>Anni di garanzia del costruttore: 1<br>Peso (Kg): 0.04";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008673.html
37675;"CARTINCH NERO SVEGLIA SERIE 27";"Cartuccia<br>Colore inchiostro: Materiale di consumo: Cartucce di inchiostro. Epson DURABrite™ Ultra. 27. Sveglia. Confezione singola. Nero. RF+AM<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: WorkForce WF-3620DWF. WorkForce WF-3640DTWF. WorkForce WF-7110DTW. WorkForce WF-7620DTWF. WorkForce WF-7610DWF<br>Impiego - applicazione: Ink Jet<br>Altro : - Serie 27 Sveglia - Capacità totale serbatoio: 6.2 ml - Confezione blister RS (con dispositivo antitaccheggio AM+RF)<br>Anni di garanzia del costruttore: 1<br>Peso (Kg): 0.05";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008674.html
37676;"CARTINK NERA 603XL STELLA MARINA";"Cartuccia<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Expression Home XP C11CH02404 XP-2105 C11CH02403 XP-2100 C11CG32403 XP-3100 C11CG32404 XP-3105 C11CG33403 XP-4100 C11CG33404 XP-4105 WorkForce C11CH90402 WF-2810DWF C11CG30404 WF-2835DWF C11CG30402 WF-2830DWF C11CG31402 WF-2850DWF<br>Impiego - applicazione: Ink Jet<br>Compatibilità marca libero: Epson<br>Compatibilità Marca: EPSON <br>Altro : - Serie 603 stella marina XL - Capacità serbatoio 8.9 ml - Colore nero - Confezione blister RS (con dispositivi antitaccheggio AM+RF)<br>Anni di garanzia del costruttore: 1<br>Peso (Kg): 0.04";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008675.html
37677;"CARTINK OFFICEJET 951XL MAGENTA";"Cartuccia<br>Colore inchiostro: Magenta - Ricevi l’inchiostro e risparmia con Hp Instant ink<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: HP OfficeJet Pro 251. 276. 8100. 8600. 8610. 8620. 8640<br>Resa media di stampa (pagine): 1500<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altro : Tipo di cartuccia: Resa elevata (XL)<br>Peso (Kg): 0.05";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008676.html
37678;"CARTINKJET 951XL CIANO";"Cartuccia<br>Colore inchiostro: Ciano - Ricevi l’inchiostro e risparmia con Hp Instant ink<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: HP Officejet Pro 8600 e-AiO. Officejet Pro 8600 Plus e-AiO. Officejet Pro 8100 ePrinter<br>Resa media di stampa (pagine): 1500<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altro : Tipo di cartuccia: Resa elevata (XL)<br>Peso (Kg): 0.05";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008677.html
37679;"CARTMAGENTA FRAGOLA SERIE 29";"Cartuccia<br>Colore inchiostro: Magenta<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Expression Home XP-235     Expression Home XP-332     Expression Home XP-335     Expression Home XP-432     Expression Home XP-435<br>Impiego - applicazione: Ink Jet<br>Altro : - Serie T29/Fragola - Capacità serbatoio 3.2 ml - Confezione blister RS (con dispositivi antitaccheggio AM+RF)<br>Anni di garanzia del costruttore: 1<br>Peso (Kg): 0.04";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008678.html
37680;"CARTA FOTO LUCIDA 10X15CM S/B 100FG";"Formato: A6 (10x15)<br>Grammatura (g/m2): 250<br>Qualità carta: Lucida<br>Numero fogli per confezione: 100<br>Tipo carta: Fotografica<br>Impiego - applicazione: Ink Photo<br>Altezza (cm): 18.1<br>Larghezza (cm): 12.38<br>Profondità (cm): 3.33<br>Peso (Kg): 0.39";INFORMATICA/STAMPA/CARTA;https://www.andronico.it/it_IT/2220008679.html
37681;"CARTA FOTOGRAFICA LUCIDA A4(25FG)";"Formato: A4<br>Grammatura (g/m2): 250<br>Qualità carta: Lucida<br>Numero fogli per confezione: 25<br>Tipo carta: Fotografica<br>Impiego - applicazione: Ink Jet<br>Altezza foglio (mm): 210<br>Larghezza foglio (mm): 297<br>Altezza (cm): 31.2<br>Larghezza (cm): 22.6<br>Profondità (cm): 1.4<br>Peso (Kg): 0.25";INFORMATICA/STAMPA/CARTA;https://www.andronico.it/it_IT/2220008686.html
37682;"CARTUCCIA 901 TRI-COLOUR  BLISTER";"Cartuccia<br>Colore inchiostro: Tricromia<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: HP Officejet J4500 multifunzione. HP Officejet 4500 multifunzione. HP Officejet J4680 multifunzione. HP Officejet 4500 G510 a/g/n. HP Officejet J45244/J4535/J4580/J46244/J4660/J4680<br>Resa media di stampa (pagine): 360<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altro : Tipo di cartuccia Resa standard<br>Peso (Kg): 0.05";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008687.html
37683;"CARTUCCIA CIANO 16 PENNA/CRUCIVERBA";"Cartuccia<br>Colore inchiostro: Ciano<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Epson WorkForce WF-2010W/WF-2510-WF/WF-2520-NF/WF-2530WF/WF2540WF/WF2630WF/WF-2650DWF/WF-2660DWF<br>Anni di garanzia del costruttore: 1<br>Altezza (cm): 14.1<br>Larghezza (cm): 9.7<br>Profondità (cm): 2.4";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008688.html
37684;"CARTUCCIA GIALLO PENNA/CRUCIVERBA";"Cartuccia<br>Colore inchiostro: Giallo<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Epson WorkForce WF-2010W/WF-2510-WF/WF-2520-NF/WF-2530WF/WF2540WF/WF2630WF/WF-2650DWF/WF-2660DWF<br>Anni di garanzia del costruttore: 1<br>Altezza (cm): 14.1<br>Larghezza (cm): 9.7<br>Profondità (cm): 2.4";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008689.html
37685;"CARTUCCIA INCNERO TG L MELA";"Cartuccia<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Epson Stylus SX230/SX235W/SX420W/SX425W/SX430W/SX435W/SX440W/SX445W/SX525WD/SX535WD/SX620FW Epson Stylus Office B42WD/BX305F/BX305FW/BX305FW Plus/BX320FW/BX525WD/BX535WD/BX625WD/BX630FW/BX635FWD/BX925FWD/BX935FWD EPSON WorkForce WF-3010DW/WF-3520DWF/WF-35<br>Anni di garanzia del costruttore: 1<br>Altezza (cm): 14.1<br>Larghezza (cm): 9.7<br>Profondità (cm): 2.4";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008690.html
37686;"CARTUCCIA INCHNERO  TGM VOLPE";"Cartuccia<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: PSON Stylus S22 / SX125 / SX130 /SX230 / SX235W / SX420W / SX425W / SX430W / SX435W / SX440W / SX445W EPSON Stylus Office BX305F / BX305FW / BX305FW Plus / BX310FN<br>Anni di garanzia del costruttore: 1<br>Altezza (cm): 14.1<br>Larghezza (cm): 9.7<br>Profondità (cm): 2.4";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008691.html
37687;"CARTUCCIA INK 301XL NEROBLISTER";"Cartuccia<br>Colore inchiostro: Nero - Ricevi l’inchiostro e risparmia con Hp Instant ink<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Stampante HP Deskjet 1000 Stampante HP Deskjet 1010 Stampante HP Deskjet 3000  Stampante HP Officejet 2620 All-in-One Stampante HP Officejet 4630 e-All-in-One  HP Deskjet 2543 All-in-One Printer HP DeskJet 2545 All-in-One Printer HP Deskjet 3050 All-in-On<br>Resa media di stampa (pagine): 480<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altezza (cm): 14.5<br>Larghezza (cm): 12.1<br>Profondità (cm): 4.3<br>Peso (Kg): 0.08";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008692.html
37688;"CARTUCCIA INK MULTIPACK 502";"Kit Cartucce<br>Colore inchiostro: NCMG<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 4<br>Stampanti compatibili: XP-5100 / XP-5105 WF-2860DWF / WF-2865DWF<br>Compatibilità marca libero: Epson<br>Compatibilità Marca: EPSON <br>Anni di garanzia del costruttore: 1<br>Altezza (cm): 14.2<br>Larghezza (cm): 16.2<br>Profondità (cm): 4.5";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008693.html
37689;"CARTUCCIA INK N- 21 NERA  BLISTER";"Cartuccia<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Stampanti HP Deskjet 3920. 3940. D1360. D1460. D1470. D1560. D2330. D2360. D2430. D2460. F2180. F2187. F2224. F2280. F2290. F370. F375. F380. F390. F4140. F4172. F4180. F4190. Stampanti All-in-One HP Officejet 4315. 4355. J3680. All-in-One HP PSC 1402. 14<br>Resa media di stampa (pagine): 190<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altezza (cm): 14.5<br>Larghezza (cm): 12.1<br>Profondità (cm): 4.3<br>Peso (Kg): 0.09";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008694.html
37690;"CARTNERO BINOCOLO 502 SERIE";"Cartuccia<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: XP-5100 / XP-5105 WF-2860DWF / WF-2865DWF<br>Compatibilità marca libero: Epson<br>Compatibilità Marca: EPSON <br>Anni di garanzia del costruttore: 1<br>Altezza (cm): 14.2<br>Larghezza (cm): 9.7<br>Profondità (cm): 2.4";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008695.html
37691;"CARTUCCIA INK OFFICEJET 950XL  NERO";"Cartuccia<br>Colore inchiostro: Nero - Ricevi l’inchiostro e risparmia con Hp Instant ink<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: HP Officejet Pro 8600 e-AiO. Officejet Pro 8600 Plus e-AiO. Officejet Pro 8100 ePrinter<br>Resa media di stampa (pagine): 2300<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altro : Resa elevata (XL)<br>Peso (Kg): 0.13";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008696.html
37692;"CARTUCCIA INKN?22 TRICROMIA BLISTER";"Cartuccia<br>Colore inchiostro: Tricromia<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Stampanti HP Deskjet 3920. 3940. D1360. D1460. D1470. D1560. D2330. D2360. D2430. D2460. F2180. F2187. F2224. F2280. F2290. F370. F375. F380. F390. F4140. F4172. F4180. F4190. Stampanti All-in-One HP Officejet 4315. 4355. J3680. All-in-One HP PSC 1402. 14<br>Resa media di stampa (pagine): 190<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altezza (cm): 14.5<br>Larghezza (cm): 13.1<br>Profondità (cm): 4.3<br>Peso (Kg): 0.09";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008697.html
37693;"CARTUCCIA LASERJET  NERO";"Toner<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Laser<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: HP Laser Jet Pro M1132. M1136. M1212. M1213. M1214. M1216. M1217. P1102. P1566<br>Resa media di stampa (pagine): 1600<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altro : Tipo di cartuccia Resa standard<br>Altezza (cm): 11.3<br>Larghezza (cm): 37.5<br>Profondità (cm): 12.5<br>Peso (Kg): 0.83";INFORMATICA/STAMPA/TONER;https://www.andronico.it/it_IT/2220008698.html
37694;"CARTUCCIA MAGENTA PENNA/CRUCIVERBA";"Cartuccia<br>Colore inchiostro: Magenta<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Epson WorkForce WF-2010W/WF-2510-WF/WF-2520-NF/WF-2530WF/WF2540WF/WF2630WF/WF-2650DWF/WF-2660DWF<br>Anni di garanzia del costruttore: 1<br>Altezza (cm): 14.1<br>Larghezza (cm): 9.7<br>Profondità (cm): 2.4";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008699.html
37695;"CARTUCCIA NERO FRAGOLA T29XL";"Cartuccia<br>Colore inchiostro: Nero XL<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Expression Home XP-235     Expression Home XP-332     Expression Home XP-335     Expression Home XP-432     Expression Home XP-435<br>Impiego - applicazione: Ink Jet<br>Altro : - Serie T29XL/Fragola - Capacità serbatoio 11.3 ml - Confezione blister RS (con dispositivi antitaccheggio AM+RF)<br>Anni di garanzia del costruttore: 1<br>Peso (Kg): 0.04";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008700.html
37696;"CARTUCCIA NERO S16 XL P/CRUCIVERBA";"Cartuccia<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Epson WorkForce WF-2010W/WF-2510-WF/WF-2520-NF/WF-2530WF/WF2540WF/WF2630WF/WF-2650DWF/WF-2660DWF<br>Anni di garanzia del costruttore: 1<br>Altezza (cm): 14.1<br>Larghezza (cm): 9.7<br>Profondità (cm): 2.4";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008701.html
37697;"CARTUCCIA NERO SERIE MARGHERITA";"Cartuccia<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Epson Expression Home XP-30/XP-102/XP-202/XP-205/XP-302/XP-305/XP-402/XP-405<br>Anni di garanzia del costruttore: 1<br>Altezza (cm): 14.1<br>Larghezza (cm): 9.7<br>Profondità (cm): 2.4<br>Peso (Kg): 0.03";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008703.html
37698;"CL-511 SERB COLOUR BLISTER SECURITY";"Cartuccia<br>Colore inchiostro: colore<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: PIXMA MP240. MP250. MP260. MP270. MP280. MP490. MP495. MX320. MX330. MX340. MX350. iP2700<br>Impiego - applicazione: Ink Jet<br>Compatibilità marca libero: Canon<br>Compatibilità Marca: CANON <br>Anni di garanzia del costruttore: 2<br>Peso (Kg): 0.06";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008704.html
37699;"CL-546 XL COLOR BLISTER";"Cartuccia<br>Colore inchiostro: Colore<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: MG2450. MG2550<br>Impiego - applicazione: Ink Jet<br>Compatibilità marca libero: Canon<br>Compatibilità Marca: CANON <br>Anni di garanzia del costruttore: 2<br>Peso (Kg): 0.6";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008705.html
37700;"CLI-541 COLOR BLISTER";"Cartuccia<br>Colore inchiostro: 3 colori<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: MG2150. MG3150. MX375. MX435. MX515.MG4150. MX525. MX455. MX395<br>Impiego - applicazione: Ink Jet<br>Compatibilità marca libero: Canon<br>Compatibilità Marca: CANON <br>Anni di garanzia del costruttore: 2<br>Peso (Kg): 0.6";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008706.html
37701;"CLI-541 XL COLOR BLISTER";"Cartuccia<br>Colore inchiostro: Colore<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: MG2150. MG3150. MX375. MX435. MX515.MG4150.  MX525. MX455. MX395<br>Impiego - applicazione: Ink Jet<br>Compatibilità marca libero: Canon<br>Compatibilità Marca: CANON <br>Anni di garanzia del costruttore: 2<br>Peso (Kg): 0.06";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008707.html
37702;"CLI-545/CL-546 MULTIPACK BLISTER";"Kit Cartucce<br>Colore inchiostro: Nero e Colore<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 2<br>Stampanti compatibili: MG2450. MG2550<br>Impiego - applicazione: Ink Jet<br>Compatibilità marca libero: Canon<br>Compatibilità Marca: CANON <br>Anni di garanzia del costruttore: 2<br>Peso (Kg): 0.07";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008708.html
37703;"CLI-551 BK/C/M/Y    polliciMULTIPACK pollici";"Kit Cartucce<br>Colore inchiostro: Nero CLI-551 Ciano CL-551C Magenta CL-551M Giallo CL-551Y<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 4<br>Compatibilità marca libero: Canon<br>Compatibilità Marca: CANON <br>Altro : Contenuto:  4 ml cad<br>Anni di garanzia del costruttore: 2<br>Peso (Kg): 0.1";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008709.html
37704;"CLI-571 BK/C/M/Y MULTIPACK BLISTER";"Kit Cartucce<br>Colore inchiostro: Nero. Ciano. Magenta. Giallo<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 4<br>Compatibilità marca libero: Canon<br>Compatibilità Marca: CANON <br>Anni di garanzia del costruttore: 2<br>Peso (Kg): 0.11";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008710.html
37705;"CLI-581 C/M/Y/BK MULTI BLISTER";"Kit Cartucce<br>Colore inchiostro: C/M/Y/BK<br>Tecnologia di stampa: Inkjet<br>Stampanti compatibili: PIXMA TS6151  PIXMA TS8152  PIXMA TS6150  PIXMA TS9155  PIXMA TR7550  PIXMA TS8151  PIXMA TS8150  PIXMA TS9150  PIXMA TR8550  PIXMA TS8250  PIXMA TS8251  PIXMA TS8252  PIXMA TS6250  PIXMA TS6251  PIXMA TS9551C  PIXMA TS9550<br>Compatibilità marca libero: Canon<br>Compatibilità Marca: CANON <br>Altro : Questa confezione multipla da cinque cartucce include un inchiostro nero. ciano. magenta. giallo e una cartuccia d'inchiostro nero a pigmenti per la stampa di foto e documenti con una qualità estremamente elevata. Utilizzato insieme alla carta Canon. ques<br>Anni di garanzia del costruttore: 2<br>Peso (Kg): 0.11";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008711.html
37706;"MULTIPACK 4 COLORI 405  SERIE VALIGIA 405";"Kit Cartucce<br>Colore inchiostro: Nero. ciano. magenta. giallo<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: WorkForce Pro . WF-4830DTWF. WF-3820DWF. WF-3825DWF. WF-4820DWF. WF-7830DTWF. WF-7835DTWF. WF-7840DTWF<br>Impiego - applicazione: Ink Jet<br>Anni di garanzia del costruttore: 1<br>Peso (Kg): 0.157";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008712.html
37707;"CARTINK NERA 405 SERIE VALIGIA";"Cartuccia<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Inkjet<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: WorkForce Pro . WF-4830DTWF. WF-3820DWF. WF-3825DWF. WF-4820DWF. WF-7830DTWF. WF-7835DTWF. WF-7840DTWF<br>Impiego - applicazione: Ink Jet<br>Anni di garanzia del costruttore: 1<br>Peso (Kg): 0.049";INFORMATICA/STAMPA/CARTUCCE;https://www.andronico.it/it_IT/2220008713.html
37708;"HP 106A BLACK ORIGINAL LASER TONER";"Toner<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Laser<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: HP LASER MFP 135A HP LASER MFP 137FNW HP LASER MSF 107A HP LASER MSF 107W<br>Impiego - applicazione: Laser<br>Resa media di stampa (pagine): 1000<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altezza (cm): 9.8<br>Larghezza (cm): 36.3<br>Profondità (cm): 13.7<br>Peso (Kg): 1.3";INFORMATICA/STAMPA/TONER;https://www.andronico.it/it_IT/2220008714.html
37709;"HP 142A (serie 100) Toner Cartridge Black -W1420A";"Toner<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Laser<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: HP LaserJet M110we HP LaserJet M110w HP LaserJet M140we HP LaserJet M140w<br>Impiego - applicazione: Laser<br>Resa media di stampa (pagine): 950<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altezza (cm): 12.5<br>Larghezza (cm): 37.5<br>Profondità (cm): 10.8";INFORMATICA/STAMPA/TONER;https://www.andronico.it/it_IT/2220008715.html
37710;"HP 143A NEVERSTOP TONER RELOAD KIT";"Kit Refill<br>Colore inchiostro: Nero<br>Tecnologia di stampa: Laser<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: HP Neverstop 1001nw. stampante multifunzione laser HP Neverstop 1201n. stampante multifunzione laser HP Neverstop 1202nw<br>Impiego - applicazione: Laser<br>Resa media di stampa (pagine): 2500<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altezza (cm): 6.4<br>Larghezza (cm): 36.5<br>Profondità (cm): 7.06<br>Peso (Kg): 0.5";INFORMATICA/STAMPA/TONER;https://www.andronico.it/it_IT/2220008716.html
37711;"HP 205A ORIGINAL  CYAN LASER TONER";"Toner<br>Colore inchiostro: Ciano<br>Tecnologia di stampa: Laser<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Stampante multifunzione HP Colour LaserJet Pro serie M180<br>Impiego - applicazione: Laser<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altro : Rendimento medio della cartuccia di stampa: 900 pagine<br>Anni di garanzia del costruttore: 2<br>Altezza (cm): 9.6<br>Larghezza (cm): 11.1<br>Profondità (cm): 36.3<br>Peso (Kg): 0.75";INFORMATICA/STAMPA/TONER;https://www.andronico.it/it_IT/2220008717.html
37712;"HP 205A ORIGINAL  MAGENTA TONER";"Toner<br>Colore inchiostro: Magenta<br>Tecnologia di stampa: Laser<br>Numero pezzi per confezione: 1<br>Stampanti compatibili: Stampante multifunzione HP Colour LaserJet Pro serie M180<br>Impiego - applicazione: Laser<br>Compatibilità marca libero: HP<br>Compatibilità Marca: HP<br>Altro : Rendimento medio della cartuccia di stampa: 900 pagine<br>Anni di garanzia del costruttore: 2<br>Altezza (cm): 9.6<br>Larghezza (cm): 11.1<br>Profondità (cm): 36.3<br>Peso (Kg): 0.75";INFORMATICA/STAMPA/TONER;https://www.andronico.it/it_IT/2220008718.html
